,School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Location 1,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
119,KINGSBOROUGH EARLY COLLEGE SCH,K,21,ELECTRICAL LIGHTING FIXTURES,1445999.0,CIP,K400,2630 BENSON AVENUE,Brooklyn,11214.0,BROOKLYN ,"(40.594291, -73.98577)",40.594291,-73.98577,13.0,47.0,306.0,3186454.0,3068830001.0,Gravesend                                                                  
120,KINGSBOROUGH EARLY COLLEGE SCH,K,21,SANDY:INT/HEAT/FLOOD/PIPING/NON-SANDY:PIPING/FLOOD,16343000.0,CIP,K400,2630 BENSON AVENUE,Brooklyn,11214.0,BROOKLYN ,"(40.594291, -73.98577)",40.594291,-73.98577,13.0,47.0,306.0,3186454.0,3068830001.0,Gravesend                                                                  
121,MIDWOOD HS - BROOKLYN,K,21,CRACKED CONCRETE STRUCTURE/FIELD HOUSE,18211000.0,CIP,K406,1124 EAST 17 STREET,Brooklyn,11210.0,BROOKLYN ,"(40.622641, -73.958988)",40.622641,-73.958988,14.0,44.0,768.0,3000000.0,3067260087.0,Midwood                                                                    
122,ABRAHAM LINCOLN HS - BROOKLYN,K,21,SANDY: INTERIOR/VENT/ELEC/FLOOD/ATHLETIC FIELD,38162000.0,CIP,K411,2800 OCEAN PARKWAY,Brooklyn,11235.0,BROOKLYN ,"(40.581681, -73.967308)",40.581681,-73.967308,13.0,47.0,354.0,3196293.0,3072540001.0,West Brighton                                                              
123,BROOKLYN TECH HS - K,K,13,LOW VOLT ELEC SYS/KITCHEN FIRE SUPRESSION SYS,4291000.0,CIP,K430,29 FT GREENE PLACE,Brooklyn,11217.0,BROOKLYN ,"(40.688834, -73.976905)",40.688834,-73.976905,2.0,35.0,33.0,3058752.0,3020980013.0,Fort Greene                                                                
124,PERFORMING ARTS AND TECH. HS -,K,19,FY14 RESO A GYMNASIUM UPGRADE,1032000.0,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,11207.0,BROOKLYN ,"(40.667456, -73.894747)",40.667456,-73.894747,5.0,42.0,1156.0,3084440.0,3037880001.0,East New York (Pennsylvania Ave)                                           
125,THE INTERNATIONAL HS - BROOKLY,K,17,MASONRY/WINDOWS/PARAPETS/ROOFS/FLOOD ELIMINAITON,20937000.0,CIP,K440,883 CLASSON AVENUE,Brooklyn,11225.0,BROOKLYN ,"(40.670349, -73.961695)",40.670349,-73.961695,9.0,35.0,213.0,3029686.0,3011870001.0,Crown Heights South                                                        
126,NEW UTRECHT HS - BROOKLYN,K,20,ATHLETIC FIELD REPAIRS,5290000.0,CIP,K446,1601 80 STREET,Brooklyn,11214.0,BROOKLYN ,"(40.613262, -74.003404)",40.613262,-74.003404,11.0,43.0,182.0,3162711.0,3062710001.0,Bensonhurst West                                                           
127,I.S. 382 - BROOKLYN,K,17,ELECTRICAL LIGHTING FIXTURES,1247000.0,CIP,K465,911 FLATBUSH AVENUE,Brooklyn,11226.0,BROOKLYN ,"(40.649787, -73.95855)",40.649787,-73.95855,14.0,40.0,794.0,3336215.0,3051030010.0,Erasmus                                                                    
129,BUSHWICK HS OF SOCIAL JUSTICE,K,32,SCHOOL BASED HEALTH CENTER,1250581.23,CIP,K480,400 IRVING AVENUE,Brooklyn,11237.0,BROOKLYN ,"(40.69697, -73.910791)",40.69697,-73.910791,4.0,37.0,435.0,3076908.0,3033650098.0,Bushwick North                                                             
131,SHEEPSHEAD BAY HS - BROOKLYN,K,22,SCHOOL BASED HEALTH CENTER,1570000.0,CIP,K495,3000 AVENUE X,Brooklyn,11235.0,BROOKLYN ,"(40.594124, -73.937696)",40.594124,-73.937696,15.0,48.0,626.0,3203631.0,3074250002.0,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
133,GEORGE WESTINGHOUSE VOC. HS,K,13,PARAPETS/EXTERIOR MASONRY/ROOFS/FLOOD ELIMINATION,9743000.0,CIP,K580,105 JOHNSON STREET,Brooklyn,11201.0,BROOKLYN ,"(40.694926, -73.986015)",40.694926,-73.986015,2.0,33.0,13.0,3348041.0,3001310001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
135,CLARA BARTON HS - K,K,17,FAILING COPING STONE/ROOFS,7064000.0,CIP,K600,901 CLASSON AVENUE,Brooklyn,11225.0,BROOKLYN ,"(40.669567, -73.961962)",40.669567,-73.961962,9.0,35.0,213.0,3029702.0,3011880001.0,Crown Heights South                                                        
136,AUTOMOTIVE TRADES VOC HS - K,K,14,ELECTRICAL LIGHTING FIXTURES,1231000.0,CIP,K610,50 BEDFORD AVENUE,Brooklyn,11222.0,BROOKLYN ,"(40.721981, -73.953281)",40.721981,-73.953281,1.0,33.0,517.0,3066698.0,3026700001.0,North Side-South Side                                                      
137,WIILIAMSBURG PREP- BROOKLYN,K,14,ROOFS/WINDOWS/PARAPETS/EXT MASONRY,11337000.0,CIP,K650,257 N 6TH STREET,Brooklyn,11211.0,BROOKLYN ,"(40.715073, -73.954754)",40.715073,-73.954754,1.0,33.0,519.0,3062135.0,3023300011.0,North Side-South Side                                                      
138,BROOKLYN HS OF THE ARTS - BROO,K,15,ANSUL SYS/FIRE ALARM/MECHANICAL SYS - VENTILATION,5186160.0,CIP,K655,345 DEAN STREET,Brooklyn,11217.0,BROOKLYN ,"(40.683559, -73.98027)",40.683559,-73.98027,2.0,33.0,39.0,3001190.0,3001920013.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
139,BROOKLYN HS OF THE ARTS - BROO,K,15,DAMAGED EXTERIOR WALLS/ROOFS,6577000.0,CIP,K655,345 DEAN STREET,Brooklyn,11217.0,BROOKLYN ,"(40.683559, -73.98027)",40.683559,-73.98027,2.0,33.0,39.0,3001190.0,3001920013.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
141,I.S. 266 - BROOKLYN,K,13,MASONRY/PIPING/DOOR/FLOOD/WIN/PARAPETS/ROOF/HVAC,33792000.0,CIP,K902,62 PARK PLACE,Brooklyn,11217.0,BROOKLYN ,"(40.678983, -73.976497)",40.678983,-73.976497,6.0,39.0,12902.0,3259250.0,3009410050.0,Park Slope-Gowanus                                                         
142,P.S. 1 - MANHATTAN,M,2,RPZ VALVES/LOW VOLTAGE ELECTRICAL/ANSUL SYSTEM,1616020.0,CIP,M001,8 HENRY STREET,Manhattan,10038.0,MANHATTAN,"(40.71276, -73.997489)",40.71276,-73.997489,3.0,1.0,27.0,1003375.0,1002790040.0,Chinatown                                                                  
143,P.S. 5 - MANHATTAN,M,6,FIRE ALARM SYSTEM/SMOKE DAMPERS,1543000.0,CIP,M005,3703 TENTH AVENUE,Manhattan,10034.0,MANHATTAN,"(40.85899, -73.922894)",40.85899,-73.922894,12.0,10.0,299.0,1084201.0,1021500030.0,Marble Hill-Inwood                                                         
144,P.S. 5 - MANHATTAN,M,6,PARAPETS/ROOFS/WINDOWS,10770000.0,CIP,M005,3703 TENTH AVENUE,Manhattan,10034.0,MANHATTAN,"(40.85899, -73.922894)",40.85899,-73.922894,12.0,10.0,299.0,1084201.0,1021500030.0,Marble Hill-Inwood                                                         
145,FREDERICK DOUGLAS ACADEMY - M,M,5,SCIENCE LAB ACID WASTE LINES,4523000.0,CIP,M010,2581 7TH AVENUE,Manhattan,10039.0,MANHATTAN,"(40.824319, -73.93712)",40.824319,-73.93712,10.0,9.0,236.0,1060198.0,1020160100.0,Central Harlem North-Polo Grounds                                          
147,P.P.A.S. - MANHATTAN,M,2,MASONRY/AUD UPG/WIN/FLOOD/PARAPETS/ROOFS/FA,7315000.0,CIP,M017,328 WEST 48 STREET,Manhattan,10036.0,MANHATTAN,"(40.761448, -73.988019)",40.761448,-73.988019,4.0,3.0,127.0,1025092.0,1010380014.0,Clinton                                                                    
149,J.H.S. 47 (SCH FOR THE DEAF) -,M,2,PARAPETS/WINDOWS/EXTERIOR MASONRY,2654000.0,CIP,M047,223 EAST 23 STREET,Manhattan,10010.0,MANHATTAN,"(40.738548, -73.982455)",40.738548,-73.982455,6.0,2.0,64.0,,,Gramercy                                                                   
152,P.S. 361 - MANHATTAN,M,1,RPZ VALVES/LOW VOLT/ELEC UPGRADE,2646000.0,CIP,M061,610 EAST 12 STREET,Manhattan,10009.0,MANHATTAN,"(40.727892, -73.978525)",40.727892,-73.978525,3.0,2.0,28.0,1079053.0,1003940012.0,Lower East Side                                                            
153,P.S. 63 - MANHATTAN,M,1,PARAPETS/ROOFS/FLOOD ELIMINATION/EXTERIOR MASONRY,20539600.0,CIP,M063,121 EAST 3 STREET,Manhattan,10009.0,MANHATTAN,"(40.724117, -73.986381)",40.724117,-73.986381,3.0,2.0,32.0,1005760.0,1004310014.0,East Village                                                               
154,P.S. 72 - MANHATTAN,M,4,PARAPETS/MASONRY/RM UPG/FLOOD/ROOF/PLAYGROUND,14061000.0,CIP,M072,131 EAST 104 STREET,Manhattan,10029.0,MANHATTAN,"(40.791179, -73.947776)",40.791179,-73.947776,11.0,8.0,166.0,1081340.0,1016320011.0,East Harlem South                                                          
156,P.S. 75 - MANHATTAN,M,3,PLAYNYC BOILER CONVERSION/CLIMATE CONTROL,6666000.0,CIP,M075,735 WEST END AVENUE,Manhattan,10025.0,MANHATTAN,"(40.795157, -73.973292)",40.795157,-73.973292,7.0,6.0,183.0,1034190.0,1012530065.0,Upper West Side                                                            
158,BARD COLLEGE HS - MANHATTAN,M,1,NON-SANDY:MASONRY/ROOF/PARAPET/SANDY:FLOOD/MASONRY,6913000.0,CIP,M097,525 EAST HOUSTON STREET,Manhattan,10002.0,MANHATTAN,"(40.719029, -73.975891)",40.719029,-73.975891,3.0,2.0,1002.0,1004062.0,1003250025.0,Lower East Side                                                            
159,P.S. 101 - MANHATTAN,M,4,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,3034000.0,CIP,M101,141 EAST 111 STREET,Manhattan,10029.0,MANHATTAN,"(40.79564, -73.94441)",40.79564,-73.94441,11.0,8.0,172.0,1081346.0,1016390003.0,East Harlem South                                                          
161,P.S. 108 - MANHATTAN,M,4,PLANYC BOILER/PLANC CLIMATE CTRL/LOW VOLT/KITCHEN,6384000.0,CIP,M108,1615 MADISON AVENUE,Manhattan,10029.0,MANHATTAN,"(40.795146, -73.948368)",40.795146,-73.948368,11.0,8.0,17401.0,1051584.0,1016140021.0,East Harlem South                                                          
162,P.S. 241 - MANHATTAN,M,3,FLOOD ELIMINATION,1337000.0,CIP,M113,240 WEST 113 STREET,Manhattan,10026.0,MANHATTAN,"(40.801689, -73.954908)",40.801689,-73.954908,10.0,9.0,216.0,1055111.0,1018280015.0,Central Harlem South                                                       
163,P.S. 241 - MANHATTAN,M,3,PLANYC BOILER CONVERSION/CIMATE CONTROL,4697000.0,CIP,M113,240 WEST 113 STREET,Manhattan,10026.0,MANHATTAN,"(40.801689, -73.954908)",40.801689,-73.954908,10.0,9.0,216.0,1055111.0,1018280015.0,Central Harlem South                                                       
164,P.S. 333 - MANHATTAN,M,3,EXTERIOR MASONRY/ROOFS/PARAPETS,11148891.0,CIP,M118,154 WEST 93 STREET,Manhattan,10025.0,MANHATTAN,"(40.791728, -73.970845)",40.791728,-73.970845,7.0,6.0,177.0,1032522.0,1012230005.0,Upper West Side                                                            
165,P.S. 123 - MANHATTAN,M,5,FLOOD ELIMINATION,4815000.0,CIP,M123,301 WEST 140 STREET,Manhattan,10030.0,MANHATTAN,"(40.819767, -73.944433)",40.819767,-73.944433,10.0,9.0,22102.0,1060726.0,1020420035.0,Central Harlem North-Polo Grounds                                          
166,P.S. 128 - MANHATTAN,M,6,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,6790000.0,CIP,M128,560 WEST 169 STREET,Manhattan,10032.0,MANHATTAN,"(40.841321, -73.938506)",40.841321,-73.938506,12.0,10.0,251.0,1062994.0,1021250001.0,Washington Heights South                                                   
168,P.S. 130 - MANHATTAN,M,2,STRUCTURAL DEFICIENCIES,1097000.0,CIP,M130,143 BAXTER STREET,Manhattan,10013.0,MANHATTAN,"(40.718903, -73.998438)",40.718903,-73.998438,2.0,1.0,41.0,1003086.0,1002360038.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
169,P.S. 145 - MANHATTAN,M,3,PLANYC BOILER CNVSN/PLANYC CLIMATE CTRL,3073000.0,CIP,M145,150 WEST 105 STREET,Manhattan,10025.0,MANHATTAN,"(40.799178, -73.964842)",40.799178,-73.964842,7.0,7.0,189.0,1076625.0,1018590001.0,Upper West Side                                                            
170,P.S. 146 - MANHATTAN,M,4,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,3332800.0,CIP,M146,421 EAST 106 STREET,Manhattan,10029.0,MANHATTAN,"(40.789295, -73.939262)",40.789295,-73.939262,11.0,8.0,162.0,1052999.0,1017000001.0,East Harlem South                                                          
172,P.S. 158 - MANHATTAN,M,2,MASONRY/FLOOD ELIMINATION/ROOFS/WINDOWS/PARAPETS,25859000.0,CIP,M158,1458 YORK AVENUE,Manhattan,10075.0,MANHATTAN,"(40.770419, -73.951135)",40.770419,-73.951135,8.0,5.0,132.0,1046411.0,1014890001.0,Lenox Hill-Roosevelt Island                                                
173,P.S. 165 - MANHATTAN,M,3,EXT MASONRY/ROOFS,6233477.0,CIP,M165,234 WEST 109 STREET,Manhattan,10025.0,MANHATTAN,"(40.802917, -73.965613)",40.802917,-73.965613,7.0,7.0,195.0,1056676.0,1018800013.0,Morningside Heights                                                        
174,I.S. 167 - MANHATTAN,M,2,FACADE DAMAGE/SITE WORK/FLOOD/PARAPETS/WINDOWS,6157000.0,CIP,M167,220 EAST 76 STREET,Manhattan,10021.0,MANHATTAN,"(40.77205, -73.958066)",40.77205,-73.958066,8.0,4.0,134.0,1044058.0,1014300005.0,Lenox Hill-Roosevelt Island                                                
176,P.S. 183 - MANHATTAN,M,2,EXTERIOR MASONRY/FLOOD ELIMINATION/ PARAPETS/ROOFS,11870000.0,CIP,M183,419 EAST 66 STREET,Manhattan,10065.0,MANHATTAN,"(40.763736, -73.95815)",40.763736,-73.95815,8.0,5.0,116.0,1045569.0,1014610007.0,Lenox Hill-Roosevelt Island                                                
177,HAMILTON GRANGE MIDDLE SCHOOL,M,6,SCIENCE LAB UPGRADE,1098000.0,CIP,M192,500 WEST 138 STREET,Manhattan,10031.0,MANHATTAN,"(40.820953, -73.951145)",40.820953,-73.951145,9.0,7.0,22301.0,1084132.0,1019880166.0,Manhattanville                                                             
180,BAYARD RUSTIN EDUCATIONAL COMP,M,2,SCIENCE LAB UPGRADE,4222000.0,CIP,M440,351 WEST 18 STREET,Manhattan,10011.0,MANHATTAN,"(40.742867, -74.002136)",40.742867,-74.002136,4.0,3.0,89.0,1013096.0,1007420007.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
181,SEWARD PARK H.S.,M,2,WINDOWS/PARAPETS/FLOOD/EXT MASONRY/ROOFS,18800000.0,CIP,M445,350 GRAND STREET,Manhattan,10002.0,MANHATTAN,"(40.716778, -73.989337)",40.716778,-73.989337,3.0,1.0,18.0,1005283.0,1004080030.0,Chinatown                                                                  
182,UNIVERSITY NEIGHBORHOOD HS - M,M,1,FIRE ALARM/VENTILATION,3780000.0,CIP,M446,200 MONROE STREET,Manhattan,10002.0,MANHATTAN,"(40.712399, -73.984497)",40.712399,-73.984497,3.0,1.0,202.0,1003214.0,1002590044.0,Lower East Side                                                            
183,GRAMERCY ARTS HS - MANHATTAN,M,2,ELECTRICAL SYSTEMS/PA SYSTEM,6221001.0,CIP,M460,40 IRVING PLACE,Manhattan,10003.0,MANHATTAN,"(40.735494, -73.987659)",40.735494,-73.987659,6.0,2.0,50.0,1017828.0,1008720057.0,Gramercy                                                                   
184,WASHINGTON IRVING H.S.,M,2,WATER STORAGE TANK,1189512.0,CIP,M460,40 IRVING PLACE,Manhattan,10003.0,MANHATTAN,"(40.735494, -73.987659)",40.735494,-73.987659,6.0,2.0,50.0,1017828.0,1008720057.0,Gramercy                                                                   
185,WASHINGTON IRVING HS - MANHATT,M,2,EXT. MASONRY/ROOF/PARAPET/ FLOOD ELIM./WINDOWS/GYM,43221000.0,CIP,M460,40 IRVING PLACE,Manhattan,10003.0,MANHATTAN,"(40.735494, -73.987659)",40.735494,-73.987659,6.0,2.0,50.0,1017828.0,1008720057.0,Gramercy                                                                   
187,BERGTRAUM HS - MANHATTAN,M,2,LIBRARY UPGRADE,2295000.0,CIP,M520,411 PEARL STREET,Manhattan,10038.0,MANHATTAN,"(40.711442, -74.000851)",40.711442,-74.000851,1.0,1.0,29.0,1001388.0,1001130100.0,Chinatown                                                                  
188,FOOD AND FINANCE HS - MANHATTA,M,2,FY11 RESO A ROOFS,1994000.0,CIP,M535,525 WEST 50 STREET,Manhattan,10019.0,MANHATTAN,"(40.765184, -73.992953)",40.765184,-73.992953,4.0,3.0,135.0,1083802.0,1010790029.0,Clinton                                                                    
189,PARK WEST H. S. (ECF),M,2,C OF O/C OF O VENT/WATER PLANT/BOILER/ENERGY MGMT,23313000.0,CIP,M535,525 WEST 50 STREET,Manhattan,10019.0,MANHATTAN,"(40.765184, -73.992953)",40.765184,-73.992953,4.0,3.0,135.0,1083802.0,1010790029.0,Clinton                                                                    
190,A. PHILIP RANDOLPH HS -MANHATT,M,6,LIGHTING REPLACEMENT,1151999.0,CIP,M540,443 WEST 135 STREET,Manhattan,10031.0,MANHATTAN,"(40.818188, -73.950356)",40.818188,-73.950356,9.0,9.0,21703.0,1059409.0,1019570078.0,Manhattanville                                                             
191,FASHION INDUSTRIES VOC HS - M,M,2,ACCESSIBILITY,3300000.0,CIP,M600,225 WEST 24 STREET,Manhattan,10011.0,MANHATTAN,"(40.745156, -73.996074)",40.745156,-73.996074,4.0,3.0,91.0,1014174.0,1007740019.0,Hudson Yards-Chelsea-Flatiron-Union Square                                 
192,CHELSEA VOC HS - MANHATTAN,M,2,LOW VOLTAGE ELECTRICAL SYSTEM/ANSUL SYSTEM,2314098.0,CIP,M615,131 AVE OF THE AMERICAS,Manhattan,10013.0,MANHATTAN,"(40.7244, -74.004625)",40.7244,-74.004625,2.0,3.0,37.0,1007378.0,1004910016.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
193,HS OF GRAPHIC COMM. ARTS (VOC),M,2,PLANYC BOILERS CONVERSION/CLIMATE CONTROL,8627000.0,CIP,M625,439 WEST 49 STREET,Manhattan,10019.0,MANHATTAN,"(40.76337, -73.990593)",40.76337,-73.990593,4.0,3.0,127.0,1026646.0,1010590015.0,Clinton                                                                    
194,M721 SPED - MANHATTAN,M,2,REINFORCE CINDER/FLOORS/ACCESSIBLITY/ELEC UPG/FA,6142800.0,CIP,M641,16 CLARKSON STREET,Manhattan,10014.0,MANHATTAN,"(40.729412, -74.006148)",40.729412,-74.006148,2.0,3.0,67.0,1009757.0,1005810054.0,West Village                                                               
197,I.S. 5 - QUEENS,Q,24,HVAC/PUBLIC ADDRESS SYSTEM,4710000.0,CIP,Q005,50-40 JACOBUS STREET,Queens,11373.0,QUEENS   ,"(40.737718, -73.887429)",40.737718,-73.887429,4.0,25.0,489.0,4454423.0,4024500017.0,Elmhurst-Maspeth                                                           
198,P.S. 12 - QUEENS,Q,24,BOILER REPLACE/ELEC SWITCH UPG/PLANYC CLIMATE CTRL,5887000.0,CIP,Q012,42-00 72 STREET,Queens,11377.0,QUEENS   ,"(40.742633, -73.892805)",40.742633,-73.892805,2.0,26.0,483.0,4031853.0,4013490028.0,Elmhurst-Maspeth                                                           
199,P.S. 14 - QUEENS,Q,24,ROOFS/PARAPETS/EXT MASONRY,10068000.0,CIP,Q014,107-01 OTIS AVENUE,Queens,11368.0,QUEENS   ,"(40.74056, -73.854131)",40.74056,-73.854131,4.0,21.0,439.0,4437311.0,4019540037.0,Corona                                                                     
201,QUEENS ACADEMY HIGH SCHOOL - Q,Q,25,WATER PENETRATION/EXT MASONRY/ROOFS,1450000.0,CIP,Q023,138-11 35 AVENUE,Queens,11354.0,QUEENS   ,"(40.765162, -73.8288)",40.765162,-73.8288,7.0,20.0,88901.0,4112106.0,4049560055.0,Flushing                                                                   
203,P.S. 354 - QUEENS,Q,28,DEFECTIVE PARAPET WALL/ROOFS/EXT MASONRY,5977000.0,CIP,Q030,126-10 BEDELL STREET,Queens,11434.0,QUEENS   ,"(40.68031, -73.774432)",40.68031,-73.774432,12.0,28.0,33402.0,4270045.0,4124950065.0,Springfield Gardens North                                                  
205,P.S. 33 - QUEENS,Q,29,ROOF REPAIR/PARAPETS/EXTERIOR MASONRY,8860557.0,CIP,Q033,91-37 222 STREET,Queens,11428.0,QUEENS   ,"(40.727134, -73.735077)",40.727134,-73.735077,13.0,23.0,560.0,4230589.0,4107560001.0,Queens Village                                                             
206,P.S. 42 - QUEENS,Q,27,SANDY:INT/HEATING/FLOOD/CLIMATE/PIPING/HVAC/ELEC,15125767.0,CIP,Q042,488 BEACH 66 STREET,Queens,11692.0,QUEENS   ,"(40.594538, -73.795304)",40.594538,-73.795304,14.0,31.0,964.0,4302817.0,4160390014.0,Hammels-Arverne-Edgemere                                                   
208,P.S. 43 - QUEENS,Q,27,SANDY-INTERIOR/HEATING/FLOOD/SHINGLE ROOF/CLIMATE,15000000.0,CIP,Q043,160 BEACH 29TH STREET,Queens,11691.0,QUEENS   ,"(40.593834, -73.76174)",40.593834,-73.76174,14.0,31.0,99802.0,4467711.0,4158200001.0,Far Rockaway-Bayswater                                                     
213,P.S. 63 - QUEENS,Q,27,WATER PENETRATION/EXT MASONRY/PARAPETS/ROOFS,4368000.0,CIP,Q063,90-15 SUTTER AVENUE,Queens,11417.0,QUEENS   ,"(40.67641, -73.846773)",40.67641,-73.846773,10.0,32.0,54.0,4190727.0,4091550025.0,Ozone Park                                                                 
215,J.H.S. 72 - QUEENS,Q,28,FY13 RESO A PLAYGROUND REDEVELOPMENT,2277000.0,CIP,Q072,133-25 GUY R BREWER BOULEVARD,Queens,11434.0,QUEENS   ,"(40.673769, -73.775951)",40.673769,-73.775951,12.0,28.0,33402.0,4270059.0,4124950270.0,Springfield Gardens North                                                  
218,Q075 SPED - QUEENS,Q,24,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,4596000.0,CIP,Q075,16-66 HANCOCK STREET,Queens,11385.0,QUEENS   ,"(40.698476, -73.905556)",40.698476,-73.905556,5.0,34.0,553.0,4085584.0,4035490044.0,Ridgewood                                                                  
220,P.S. 85 - QUEENS,Q,30,RPZ VALVES/LOW VOLTAGE/ELECTRICAL UPG,1658786.0,CIP,Q085,23-70 31 STREET,Queens,11105.0,QUEENS   ,"(40.772863, -73.914708)",40.772863,-73.914708,1.0,22.0,115.0,4017485.0,4008420031.0,Steinway                                                                   
223,P.S. 102 - QUEENS,Q,24,ADA UPGRADE,2777000.0,CIP,Q102,55-24 VAN HORN STREET,Queens,11373.0,QUEENS   ,"(40.733514, -73.877857)",40.733514,-73.877857,4.0,25.0,479.0,4437597.0,4028790031.0,Elmhurst-Maspeth                                                           
224,P.S. 105 - QUEENS,Q,27,SANDY:HEATING/ELEC/FLOOD/AUD/PIPING/HVAC/INT/PAVED,21198000.0,CIP,Q105,420 BEACH 51 STREET,Queens,11691.0,QUEENS   ,"(40.595779, -73.781876)",40.595779,-73.781876,14.0,31.0,97203.0,4302397.0,4159740003.0,Hammels-Arverne-Edgemere                                                   
225,P.S. 114 - QUEENS,Q,27,SANDY:INT/HEATING/ELEC/FLOOD/CLIM/PLAYGRND/PIPING,14780000.0,CIP,Q114,134-01 CRONSTON AVE,Queens,11694.0,QUEENS   ,"(40.578261, -73.854403)",40.578261,-73.854403,14.0,32.0,928.0,4305615.0,4162570001.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
226,P.S. 115 - QUEENS,Q,26,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5544000.0,CIP,Q115,80-51 261 STREET,Queens,11004.0,QUEENS   ,"(40.744099, -73.709845)",40.744099,-73.709845,13.0,23.0,157902.0,4178127.0,4087170001.0,Glen Oaks-Floral Park-New Hyde Park                                        
227,P.S. 116 - QUEENS,Q,29,EXT MASONRY/ROOFS/CONCRETE ROOF DECK/PARAPETS,8800000.0,CIP,Q116,107-25 WREN PLACE,Queens,11433.0,QUEENS   ,"(40.700606, -73.782302)",40.700606,-73.782302,12.0,27.0,414.0,4218416.0,4102500001.0,South Jamaica                                                              
229,P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000.0,CIP,Q123,145-01 119 AVENUE,Queens,11436.0,QUEENS   ,"(40.678296, -73.79562)",40.678296,-73.79562,12.0,28.0,18402.0,4260828.0,4120190010.0,Baisley Park                                                               
231,P.S. 139 - QUEENS,Q,28,WATER PENETRATION/ROOFS,1456000.0,CIP,Q139,93-06 63 DRIVE,Queens,11374.0,QUEENS   ,"(40.72814, -73.863582)",40.72814,-73.863582,6.0,29.0,693.0,4072457.0,4030950050.0,Rego Park                                                                  
233,I.S. 145 - QUEENS,Q,30,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,8497000.0,CIP,Q145,33-34 80 STREET,Queens,11372.0,QUEENS   ,"(40.754661, -73.887112)",40.754661,-73.887112,3.0,25.0,285.0,4442764.0,4012520001.0,Jackson Heights                                                            
234,P.S. 151 - QUEENS,Q,30,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,5182000.0,CIP,Q151,50-05 31 AVENUE,Queens,11377.0,QUEENS   ,"(40.757499, -73.908898)",40.757499,-73.908898,1.0,22.0,163.0,4014094.0,4007520001.0,Astoria                                                                    
236,P.S. 160 - QUEENS,Q,28,CHIMNEY/ROOFS/PARAPETS/FLOOD,9370000.0,CIP,Q160,109-59 INWOOD STREET,Queens,11435.0,QUEENS   ,"(40.688103, -73.800415)",40.688103,-73.800415,12.0,28.0,196.0,4258143.0,4119420302.0,South Jamaica                                                              
237,P.S. 162 - QUEENS,Q,26,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,8630000.0,CIP,Q162,201-02 53 AVENUE,Queens,11364.0,QUEENS   ,"(40.749036, -73.777213)",40.749036,-73.777213,11.0,20.0,140901.0,4159363.0,4074100001.0,Bayside-Bayside Hills                                                      
240,Q177 SPED - QUEENS,Q,26,PLANYC BOILER CONVERSION/PLANYC CLIMATE CONTROL,7221000.0,CIP,Q177,56-37 188 STREET,Queens,11365.0,QUEENS   ,"(40.74391, -73.788133)",40.74391,-73.788133,11.0,20.0,1417.0,4128231.0,4056740002.0,Auburndale                                                                 
241,THE SCHOLARS ACADEMY - QUEENS,Q,27,SANDY:AC/FLOOD/ELEC/HEAT/INTER/NON-SANDY:CLIM CTRL,13563283.0,CIP,Q180,320 BEACH 104 STREET,Queens,11694.0,QUEENS   ,"(40.584109, -73.825711)",40.584109,-73.825711,14.0,32.0,938.0,4303722.0,4161590012.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
242,P.S. 181 - QUEENS,Q,29,FLOORS & WALLS/ROOFS/PARAPETS/EXT MASONRY/FLOOD,4848000.0,CIP,Q181,148-15 230 STREET,Queens,11413.0,QUEENS   ,"(40.656126, -73.753207)",40.656126,-73.753207,13.0,31.0,694.0,4291453.0,4137180001.0,Springfield Gardens South-Brookville                                       
243,P.S. 184 - QUEENS,Q,25,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,5631800.0,CIP,Q184,163-15 21 ROAD,Queens,11357.0,QUEENS   ,"(40.778095, -73.800163)",40.778095,-73.800163,7.0,19.0,1017.0,4129072.0,4057560001.0,Ft. Totten-Bay Terrace-Clearview                                           
